date	close
12-Dec-11	391.84
13-Dec-11	388.81
14-Dec-11	380.19
15-Dec-11	378.94
16-Dec-11	381.02
19-Dec-11	382.21
20-Dec-11	395.95
21-Dec-11	396.44
22-Dec-11	398.55
23-Dec-11	403.43
27-Dec-11	406.53
28-Dec-11	402.64
29-Dec-11	405.12
30-Dec-11	405.00
3-Jan-12	411.23
4-Jan-12	413.44
5-Jan-12	418.03
6-Jan-12	422.40
9-Jan-12	421.73
10-Jan-12	423.24
11-Jan-12	422.55
12-Jan-12	421.39
13-Jan-12	419.81
17-Jan-12	424.70
18-Jan-12	429.11
19-Jan-12	427.75
20-Jan-12	420.30
23-Jan-12	427.41
24-Jan-12	420.41
25-Jan-12	446.66
26-Jan-12	444.63
27-Jan-12	447.28
30-Jan-12	453.01
31-Jan-12	456.48
1-Feb-12	456.19
2-Feb-12	455.12
3-Feb-12	459.68
6-Feb-12	463.97
7-Feb-12	468.83
8-Feb-12	476.68
9-Feb-12	493.17
10-Feb-12	493.42
13-Feb-12	502.60
14-Feb-12	509.46
15-Feb-12	497.67
16-Feb-12	502.21
17-Feb-12	502.12
21-Feb-12	514.85
22-Feb-12	513.04
23-Feb-12	516.39
24-Feb-12	522.41
27-Feb-12	525.76
28-Feb-12	535.41
29-Feb-12	542.44
1-Mar-12	544.47
2-Mar-12	545.18
5-Mar-12	533.16
6-Mar-12	530.26
7-Mar-12	530.69
8-Mar-12	541.99
9-Mar-12	545.17
12-Mar-12	552.00
13-Mar-12	568.10
14-Mar-12	589.58
15-Mar-12	585.56
16-Mar-12	585.57
19-Mar-12	601.10
20-Mar-12	605.96
21-Mar-12	602.50
22-Mar-12	599.34
23-Mar-12	596.05
26-Mar-12	606.98
27-Mar-12	614.48
28-Mar-12	617.62
29-Mar-12	609.86
30-Mar-12	599.55
2-Apr-12	618.63
3-Apr-12	629.32
4-Apr-12	624.31
5-Apr-12	633.68
9-Apr-12	636.23
10-Apr-12	628.44
11-Apr-12	626.20
12-Apr-12	622.77
13-Apr-12	605.23
16-Apr-12	580.13
17-Apr-12	609.70
18-Apr-12	608.34
19-Apr-12	587.44
20-Apr-12	572.98
23-Apr-12	571.70
24-Apr-12	560.28
25-Apr-12	610.00
26-Apr-12	607.70
27-Apr-12	603.00
30-Apr-12	583.98
1-May-12	582.13
